T,gyro_5f_ax
-19.919338,3
-19.819524,3
-19.71952,6
-19.619519,2
-19.518528,8
-19.41934,4
-19.31937,5
-19.219452,1
-19.119422,2
-19.019459,2
-18.919519,3
-18.819517,3
-18.719524,6
-18.619528,4
-18.51907,3
-18.419363,5
-18.319348,3
-18.218536,4
-18.119513,3
-18.018535,5
-17.919416,0
-17.819538,4
-17.718552,4
-17.619536,4
-17.519468,3
-17.418494,2
-17.319397,4
-17.219453,5
-17.119502,3
-17.019538,4
-16.919504,4
-16.819422,2
-16.719541,4
-16.619535,3
-16.519543,2
-16.419108,5
-16.319474,4
-16.218482,1
-16.119374,1
-16.019491,3
-15.919415,4
-15.819429,2
-15.719483,3
-15.619543,6
-15.519542,5
-15.419081,1
-15.319367,3
-15.21903,3
-15.119441,4
-15.018503,4
-14.918526,2
-14.819467,3
-14.719491,3
-14.61856,2
-14.519423,3
-14.418544,2
-14.31938,5
-14.219408,4
-14.119473,3
-14.019493,3
-13.919491,3
-13.819515,5
-13.719553,3
-13.618571,2
-13.51956,4
-13.419567,3
-13.31855,2
-13.219382,1
-13.119542,3
-13.019528,3
-12.919354,5
-12.819555,4
-12.718493,5
-12.619571,3
-12.519565,1
-12.419573,2
-12.319428,3
-12.219451,4
-12.119398,3
-12.018552,2
-11.919393,3
-11.819449,0
-11.719368,3
-11.61957,4
-11.519569,4
-11.419576,3
-11.319468,3
-11.219514,4
-11.119523,5
-11.019047,6
-10.919439,2
-10.819474,5
-10.719556,3
-10.619574,4
-10.51959,2
-10.419576,1
-10.319393,5
-10.218556,2
-10.118507,4
-10.018571,3
-9.919483,3
-9.819437,4
-9.718534,4
-9.619587,6
-9.519594,5
-9.419589,3
-9.319536,4
-9.219408,4
-9.119465,4
-9.019055,3
-8.919429,4
-8.819391,1
-8.719522,5
-8.61959,5
-8.519598,5
-8.419588,3
-8.319595,3
-8.21947,2
-8.119391,1
-8.019354,6
-7.919425,4
-7.819463,5
-7.719329,4
-7.618505,2
-7.519593,5
-7.419596,4
-7.319604,5
-7.219458,2
-7.119334,4
-7.01855,3
-6.919523,3
-6.819401,4
-6.719085,3
-6.619531,5
-6.519539,3
-6.419604,5
-6.319612,6
-6.21849,2
-6.118607,0
-6.019499,4
-5.918591,-2
-5.81848,16
-5.719381,1
-5.619491,-3
-5.519614,26
-5.419617,-8
-5.319611,-9
-5.219513,2
-5.118623,4
-5.01943,7
-4.919516,6
-4.81853,0
-4.719422,9
-4.61944,7
-4.519552,5
-4.418636,6
-4.319624,-1
-4.218539,0
-4.118615,7
-4.018631,0
-3.918536,-1
-3.819562,9
-3.719438,9
-3.61945,-1
-3.51963,4
-3.419629,-1
-3.319624,1
-3.219631,8
-3.118615,2
-3.019505,-2
-2.918517,12
-2.819397,-23
-2.718613,15
-2.618549,18
-2.518539,13
-2.41962,-1
-2.319627,9
-2.219639,0
-2.118611,3
-2.018614,1
-1.918532,4
-1.819509,8
-1.718527,5
-1.619416,5
-1.518564,6
-1.419637,3
-1.319644,-5
-1.219639,17
-1.118645,-3
-1.018501,-15
-0.918569,-3
-0.818582,3
-0.718612,10
-0.618504,16
-0.518503,0
-0.41961,-13
-0.319644,8
-0.219651,0
-0.119486,22
-0.019545,12
0.080579,-10
0.181462,-22
0.281499,14
0.381382,-5
0.480522,6
0.580356,0
0.680339,108
0.781392,89
0.881334,101
0.980526,-34
1.080528,-96
1.181431,-3
1.281448,200
1.381353,-70
1.481371,-29
1.581474,-25
1.681492,-23
1.781467,193
1.881449,206
1.980393,-200
2.080492,-32
2.180545,5
2.280483,-211
2.380507,-205
2.481416,-72
2.58135,-38
2.681474,-45
2.781448,163
2.881443,16
2.981195,-121
3.08052,82
3.180508,84
3.280599,72
3.380478,12
3.480521,72
3.58145,174
3.681307,95
3.781462,-72
3.881453,136
3.98063,-128
4.080572,-5
4.181401,-24
4.280635,-98
4.381372,-28
4.481348,-122
4.580577,-41
4.681338,93
4.781449,-23
4.881431,-113
4.981437,-53
5.08141,70
5.181297,0
5.281327,-138
5.381317,-48
5.481319,-94
5.580601,-93
6.08057,-98
6.181333,124
6.281402,62
6.381312,9
6.481394,129
6.580556,-35
6.681408,62
6.781423,36
6.881422,20
6.981428,-52
7.08048,-133
7.181385,107
7.281325,-120
7.381284,34
7.480534,-21
7.581489,-47
7.981424,141
8.081401,-54
8.180475,-71
8.281326,-94
8.380582,73
8.481344,72
8.581359,-103
8.681347,35
8.781429,38
8.881419,-78
8.981425,-33
9.081428,63
9.181314,84
9.281304,-55
9.480394,190
9.581389,103
9.681328,-35
9.781502,-10
9.881437,-46
9.981421,32
10.081397,20
10.181364,89
10.281467,-71
10.381311,131
10.681327,46
10.881398,35
10.981404,9
11.081424,108
11.18045,-101
11.281294,-75
11.381362,-44
11.481312,136
11.581394,-111
11.681475,52
11.780521,61
11.881399,8
11.9814,-179
12.08139,-72
12.181143,-16
12.381421,66
12.48054,35
12.581457,119
12.681301,-45
12.781488,20
12.881333,30
12.981392,-53
13.081399,17
13.181376,-169
13.281512,-13
13.381343,-159
13.481332,22
13.581494,163
13.681319,-230
13.780564,28
13.881425,-21
13.981393,0
14.08137,23
14.181382,0
14.280537,165
14.380562,66
14.481378,-12
14.581341,-101
14.680609,-54
14.781296,97
14.881331,-12
14.981381,55
15.080461,16
15.181378,-26
15.281206,-144
15.381414,39
15.480643,-57
15.581366,-30
15.681368,14
15.780526,-35
15.881343,-131
16.081371,29
16.181383,-1
16.280649,140
16.381428,-73
16.481418,-110
16.581355,82
16.680566,-14
16.780448,53
16.881491,118
16.981373,61
17.081376,-84
17.181384,64
17.281096,61
17.381349,-24
17.480606,40
17.581391,128
17.680438,-54
17.781443,34
17.980677,-59
18.081366,-57
18.28141,-31
18.381452,15
18.481356,28
18.581411,-189
18.681435,26
18.781441,-25
18.881358,-167
18.981465,-13
19.081339,-84
19.181351,36
19.281344,-86
19.380666,-21
19.48056,110
19.581508,-11
19.680573,-32
19.781389,128
19.880505,24
19.981407,-235
20.08134,-82
20.181343,4
20.28134,-6
20.380465,29
20.580504,-3
20.681329,-76
20.781305,53
20.881339,-13
20.981342,49
21.081354,-20
21.180504,-43
21.280514,-10
21.380429,-44
21.481526,-28
21.580557,61
21.680563,6
21.781334,-7
21.880666,26
21.981473,-29
22.081354,20
22.181344,64
22.281345,-7
22.381088,-6
22.481376,-83
22.581458,66
22.680502,-43
22.780566,10
22.880552,-148
22.981362,-211
23.081454,-24
23.181323,-134
23.281337,-68
23.381325,-21
23.480648,-55
23.580604,45
23.680468,32
23.781476,-223
23.880423,78
23.981465,-64
24.081516,39
24.181328,-55
24.281355,-48
24.381321,125
24.481532,27
24.581435,-109
24.68141,-72
24.781393,44
24.881335,-90
24.981411,-186
25.080511,-19
25.181315,-33
25.281316,-215
25.381335,27
25.481528,-45
25.581485,-150
25.681401,-91
25.781416,65
25.880702,-202
25.980645,-89
26.081448,36
26.181302,-138
26.281312,-133
26.381331,-106
26.481301,-71
26.58069,-117
26.681326,-242
26.780637,-17
26.881463,-206
26.981424,-197
27.081443,-97
27.181349,-60
27.281286,-41
27.381292,-154
27.481306,-12
27.580531,-88
27.6807,-181
27.781494,-180
27.881311,-106
27.980617,-169
28.081326,-125
28.181351,-148
28.281299,-197
28.3813,-256
28.481292,-218
28.581285,-229
28.68066,-270
28.781334,-65
28.881408,-104
28.981445,-138
29.081336,-191
29.181307,-268
29.281454,-193
29.381287,-143
29.481284,-122
29.581285,-204
29.681368,-203
29.780532,-245
29.88144,-133
29.981309,-170
30.081426,-168
30.181484,-189
30.281366,-213
30.380584,17
30.480599,-191
30.580595,-202
30.680616,-257
30.78147,-192
30.880601,-232
30.981464,-238
31.080564,-271
31.181315,-98
31.281343,-66
31.380592,-203
31.48058,-211
31.580599,-169
31.680392,-247
31.781426,-208
31.881484,-85
31.981447,-360
32.08134,-283
32.180675,-177
32.280523,-121
32.380588,-230
32.480581,-297
32.580569,-186
32.680664,-219
32.780502,-205
32.881294,-89
32.981442,-234
33.081401,-194
33.181461,-205
33.281344,-124
33.380575,-261
33.480577,-137
33.580578,-220
33.68057,-154
33.780615,-135
33.881465,-294
33.980526,-330
34.08144,-80
34.181341,-228
34.281436,-247
34.381478,-55
34.480569,-142
34.580583,-193
34.680571,-233
34.78146,-263
34.881332,-163
34.981422,-88
35.081416,-235
35.181494,-179
35.280531,-180
35.38139,-327
35.480552,-210
35.580557,-248
35.680558,-306
35.780615,-193
35.881347,-316
35.980575,-185
36.080473,-202
36.181351,-251
36.280504,-217
36.380641,-174
36.480557,-159
36.580562,-139
36.680555,-190
36.781461,-111
36.880475,-95
36.980513,-102
37.081453,-363
37.181474,-207
37.280516,-241
37.381383,-185
37.48056,-181
37.580552,-279
37.680558,-185
37.780546,-181
37.881383,-176
37.981386,-234
38.081306,-232
38.180456,-245
38.280597,-153
38.381337,-186
38.481405,-153
38.580553,-225
38.680545,-210
38.780551,-261
38.880498,-254
38.980452,-65
39.081365,-108
39.181478,-220
39.280495,-265
39.380465,-170
39.480511,-65
39.580545,-96
39.680555,-194
39.780543,-160
39.880532,-188
39.981407,-248
40.081353,-105
40.181365,-173
40.280479,-277
40.380494,-253
40.481439,-208
40.580544,-197
40.680532,-169
40.780541,-265
40.880594,-246
40.981389,-262
41.080534,-103
41.181413,-103
41.2805,-146
41.381456,-183
41.481413,-246
41.580535,-169
41.680523,-188
41.780538,-379
41.881324,-229
41.981347,-114
42.080545,-80
42.180553,-174
42.28136,-141
42.380567,-198
42.480544,-266
42.580509,-213
42.680515,-123
42.780516,-65
42.880525,-188
42.981447,-288
43.081322,-245
43.181462,-289
43.281419,-269
43.380488,-231
43.48135,-304
43.581351,-233
43.680533,-195
43.780508,-230
43.880503,-255
43.980601,-295
44.080647,-95
44.18058,-30
44.280563,-144
44.380586,-181
44.480587,-190
44.58142,-164
44.680516,-145
44.780513,-137
44.880561,-112
44.980545,-258
45.080586,-198
45.180544,-269
45.2814,-148
45.381416,-82
45.480456,-95
45.580445,-244
45.680508,-193
45.780505,-152
45.880504,-173
45.981342,-42
46.08139,-80
46.181424,-131
46.281414,-112
46.381337,-107
46.481361,-62
46.581362,-47
46.680504,-98
46.78051,-185
46.880496,-121
46.981284,-146
47.0814,-122
47.18051,-191
47.280556,-183
47.380467,-242
47.480424,-200
47.580507,-117
47.680483,-100
47.780497,-71
47.880492,-110
47.980498,-173
48.080526,-147
48.180581,-168
48.281241,-95
48.380443,-62
48.480515,-162
48.580441,-182
48.680547,-122
48.78048,-49
48.880497,-95
48.980485,-216
49.081367,-204
49.18067,-80
49.280658,-60
49.381254,-113
49.480517,-142
49.581443,-147
49.681427,-148
49.780476,-101
49.881369,-104
49.980534,-85
50.080521,-88
50.180548,-83
50.280519,-146
50.380623,6
50.481375,36
50.580532,-92
50.680531,-106
50.780483,-57
50.880478,-50
50.980466,-69
51.080568,-166
51.180656,-95
51.280559,-68
51.380626,-189
51.480562,-84
51.580577,-100
51.681404,-112
51.78047,-134
51.880469,-268
51.980471,-89
52.080469,-128
52.180498,-201
52.280532,-232
52.381251,-150
52.480589,-178
52.580494,-206
52.780403,-210
52.881222,-259
52.980475,-190
53.08047,-280
53.280407,-152
53.481243,-399
53.680565,-227
53.781305,-131
54.880415,-215
54.98045,-143
55.080436,-134
55.180439,-47
55.281404,-1
55.380538,-107
55.480514,-33
55.580503,-150
55.681252,-96
55.781296,-39
55.880399,-104
55.980451,0
56.080436,-66
56.18044,-134
56.280521,-95
56.381232,-137
56.481327,-64
56.581343,-124
56.681358,-71
56.780484,-101
56.880612,35
56.98119,1
57.080428,-170
57.180423,-66
57.280616,-45
57.380499,-2
57.480507,-58
57.581331,-2
57.680527,-206
57.780476,-6
57.881266,-93
57.981191,-57
58.080424,-77
58.180427,-50
58.280662,-138
58.380593,-218
58.48057,-178
58.580599,-132
58.68118,-79
58.781208,-151
58.881387,-32
58.980433,-54
59.080415,-193
59.180431,-112
59.280544,-79
59.380548,-225
59.481227,-208
59.581342,-315
59.68118,-245
59.780502,-88
59.881373,-215
59.980412,-89
60.080424,-244
60.180414,-247
60.280419,-182
60.380547,-235
60.481219,-150
60.581202,-110
60.681173,-129
60.781327,-194
60.880536,-288
60.980511,-196
61.080407,-119
61.18041,-110
61.280403,-227
61.380503,-259
61.481274,-183
61.58128,-264
61.680442,-205
61.780452,-271
61.880477,-148
61.980519,-246
62.08116,-9
62.180411,-110
62.281151,-261
62.380527,-150
62.481164,-131
62.581158,-147
62.680486,-168
62.781276,-145
62.880503,-75
62.981166,-118
63.08115,-50
63.181153,-69
63.281145,-2
63.381057,-117
63.481153,-53
63.580448,-131
63.680486,-80
63.781169,-49
63.881226,-108
63.980555,-187
64.080514,-87
64.18114,-155
64.28115,-7
64.381143,-176
64.48048,-53
64.581251,-334
64.680501,-96
64.781163,-63
64.880547,-126
64.980562,-43
64.980562,-43
65.081268,-206
65.18115,-24
65.281138,-155
65.38113,-167
65.480585,-134
65.581175,-202
65.68116,-145
65.781189,-69
65.880533,11
65.981241,-92
66.080568,-144
66.181137,-178
66.281116,-140
66.381117,-240
66.480512,-154
66.581216,-249
66.680436,-182
66.780527,-131
66.88115,-372
66.981188,-238
67.080495,-325
67.181133,-351
67.281117,-138
67.381135,-278
67.481169,-378
67.581134,-315
67.681128,-413
67.781171,-515
67.880462,-310
67.981277,-368
68.28113,-257
68.381118,-357
68.480471,-393
68.580467,-419
68.681143,-310
68.780487,-453
68.881195,-322
68.981152,-335
69.081278,-290
69.180528,-195
69.281105,-191
69.381119,-288
69.481103,-98
69.580526,-230
69.680526,-19
69.780462,-113
69.880471,-23
69.98046,-156
70.081258,-148
70.180548,-49
70.281101,-140
70.381106,91
70.481116,-53
70.581176,-177
70.681238,-81
70.781262,-59
70.881157,-73
70.980543,68
71.080432,-41
71.181102,-34
71.281106,-1
71.381107,-48
71.481086,-145
71.581244,-33
71.680502,-83
71.781151,21
71.881156,-12
71.980458,29
72.080537,129
72.181118,84
72.281093,24
72.381094,88
72.4811,159
72.581122,126
72.68108,278
72.781177,78
72.881121,72
72.981197,-10
73.080536,100
73.181216,33
73.28108,5
73.381082,-25
73.4811,-51
73.581175,-38
73.680498,-16
73.781165,187
73.881095,17
73.980518,72
74.081126,79
74.181132,194
74.280465,213
74.280465,213
74.381067,193
74.481073,223
74.581114,263
74.681194,128
74.781139,128
74.881128,-10
74.981192,23
75.081165,219
75.181079,106
75.280526,-30
75.381071,123
75.48109,164
75.581078,216
75.68122,-36
75.781173,-16
75.881128,113
75.981267,191
76.080481,147
76.181095,148
76.281156,121
76.381067,37
76.481086,108
76.581069,8
76.680466,57
76.780712,98
76.881187,-59
76.981137,1
77.081157,-74
77.181168,147
77.281058,182
77.381054,144
77.48106,-49
77.581048,-279
77.681062,-195
77.78047,-38
77.880492,0
77.981124,-106
78.080491,-180
78.181166,-54
78.281137,114
78.381101,-171
78.481056,-19
78.581049,69
78.681054,59
78.781197,229
78.88106,175
78.981187,177
79.081093,89
79.181114,136
79.281159,161
79.381134,114
79.481057,95
79.581045,103
79.681046,157
79.781105,9
79.88113,64
79.981081,-47
80.081234,-40
80.181122,-102
80.281197,8
80.381155,24
80.481049,5
80.581036,-62
80.681038,-227
80.780608,-260
80.881179,-157
80.981116,-132
81.081182,-104
81.181168,-62
81.281183,-86
81.381163,-109
81.48104,-242
81.581041,-270
81.681034,-88
81.781044,-191
81.88111,-75
81.981135,-243
82.081104,-116
82.181097,-196
82.281059,-160
82.3811,-241
82.481142,-194
82.58104,-191
82.681028,-148
82.781034,-258
82.881213,-38
82.981201,-302
83.08113,-210
83.181196,-206
83.281096,-52
83.381044,-164
83.481214,-234
83.581028,-134
83.681011,-225
83.781136,-64
83.881201,-143
83.981113,-102
84.081126,-142
84.181059,-135
84.281021,-200
84.381101,-180
84.481186,-161
84.581015,-303
84.681021,-300
84.78111,-280
84.880633,-65
84.981073,-143
85.081196,-126
85.181036,-66
85.281047,-154
85.381115,-246
85.481213,-202
86.181136,-228
86.281029,-115
86.381012,-229
86.481134,-55
86.581176,-187
86.681,-246
86.781014,-270
86.881,-187
86.981095,-390
87.081077,-348
87.181143,-228
87.281013,-168
87.381103,-213
87.48113,-242
87.581132,-313
87.680996,-255
87.781054,-117
87.880997,-469
87.98115,-317
88.081062,-640
88.181057,-305
88.281135,-381
88.38115,-278
88.48102,-259
88.580995,-224
88.681054,-214
88.780993,-235
88.881002,-322
88.980698,-300
89.081129,-188
89.181124,-225
89.281069,-236
89.381124,-120
89.481106,-78
89.680987,-61
89.780966,-113
89.880979,-141
89.981006,-278
90.081,-127
90.181128,-151
90.281016,-116
90.381168,-119
90.48113,12
90.680983,-26
90.781059,-30
90.880966,73
90.980976,-104
91.081026,27
91.181166,-68
91.280995,-24
91.381137,-183
91.481009,-87
91.581019,-42
91.681139,-96
91.780967,-299
91.88098,-28
91.980968,-144
92.080988,-158
92.181047,-288
92.281101,-430
92.38097,-285
92.481117,-334
92.581113,-329
92.681069,-318
92.780977,-312
92.88095,-473
92.980964,-469
93.080616,-535
93.180993,-377
93.281135,-576
93.381127,-263
93.48107,-168
93.581066,-213
93.680996,-215
93.780986,-282
93.881029,-361
93.980951,-296
94.08095,-127
94.181028,-192
94.281142,-50
94.380998,-10
94.481093,91
94.581054,46
94.68104,11
94.781072,-101
94.880951,-193
94.980943,-86
95.080955,-75
95.181047,-186
95.280998,-361
95.381044,-397
95.480976,-343
95.581018,-549
95.68106,0
95.780955,-132
95.880947,-260
95.980943,-499
96.08092,-242
96.180971,-264
96.280983,-210
96.381039,-245
96.481002,-227
96.580947,-361
96.681076,-44
96.781072,-88
96.880952,-130
96.980926,-229
97.080934,-454
97.181176,-115
97.28106,-556
97.381024,-498
97.481016,-526
97.581001,-272
98.080917,-303
98.180982,-265
98.280992,-212
98.380937,-234
98.480982,-404
98.58106,-288
98.680929,-198
98.781063,-141
101.080898,-356
101.180914,-442
101.281164,-226
101.480993,-313
101.581057,-324
101.781083,-395
101.881066,-513
101.980898,-340
102.080888,-301
102.1809,-583
102.28091,-508
102.38106,-382
102.480997,-363
102.580921,-410
102.681099,-273
102.780937,-424
102.881054,-546
102.980994,-560
103.080893,-563
103.18091,-489
103.280946,-409
103.381028,-215
103.480992,-305
103.581038,-571
103.680908,-555
103.781003,-481
103.881023,-325
103.981012,-392
104.080898,-505
104.180888,-298
104.280995,-389
104.380914,-441
104.481059,-525
104.580932,-316
104.68088,-330
104.780957,-119
104.880937,-323
104.981072,-315
105.080885,-341
105.180981,-453
105.280974,-281
105.381175,-304
105.481044,-314
105.580927,-370
105.681031,-362
106.780992,-330
106.880935,-412
106.981071,-396
107.080976,-397
107.180873,-261
107.280866,-182
107.380971,-369
107.480951,-386
107.580883,-455
107.680947,-441
107.780918,-392
107.881029,-418
107.980989,-140
108.080862,-293
108.18087,-215
108.280871,-283
108.380863,-331
108.480886,-208
110.980973,-369
111.080947,-245
111.180849,-195
111.28085,-86
111.380856,-197
111.480949,-297
111.580979,-284
111.681002,-251
111.780964,-142
111.881027,-256
111.98091,-339
112.081048,-24
112.180832,-307
112.280987,-293
116.081024,-145
116.18101,-28
116.280962,-125
116.38086,-220
119.680858,-554
119.780909,-574
119.881074,-586
119.98093,-609
120.081039,-597
120.180866,-630
120.281055,-633
120.381039,-644
120.480911,-643
120.780991,-644
120.88089,-634
120.980965,-608
121.181001,-540
121.281024,-539
121.381006,-485
122.081046,-251
122.480876,-39
122.580868,-34
122.680874,17
122.780885,72
122.881039,119
122.980962,180
123.080898,231
123.280906,389
123.381039,407
123.480895,456
123.580876,543
123.680877,592
123.780869,658
123.881067,700
123.981024,745
124.080996,771
124.180902,783
124.280926,809
124.380966,813
124.481051,810
124.580888,809
124.680885,800
124.780873,783
124.881032,776
124.981007,763
125.081025,741
125.181076,713
125.280908,687
125.380893,658
125.481035,616
125.580884,572
125.680877,536
125.780865,491
125.880918,441
125.980993,392
126.180992,302
126.280895,250
126.680864,94
126.780883,73
126.88095,54
126.981076,38
127.080955,31
127.180936,22
127.281043,26
127.380986,39
127.48104,53
127.580884,65
127.880919,124
127.980905,155
128.180933,216
128.28101,252
128.3809,288
128.480949,322
128.581039,357
128.680877,383
128.780869,403
128.980917,452
129.080946,472
129.381008,515
129.481021,516
129.581027,521
129.680886,519
129.780905,520
129.880904,521
129.980922,521
130.081043,523
130.180938,522
130.280914,517
130.38098,517
130.480903,519
130.580973,517
130.681004,518
130.780891,510
130.88088,509
130.981036,499
131.081063,491
131.180991,486
131.280984,472
131.380973,465
131.481068,445
131.780897,389
