T,gyro_5f_wx[dps]
-19.919977,0.0
-19.82003,0.0
-19.72004,0.0
-19.620052,0.0
-19.519936,0.0
-19.41998,0.0
-19.31981,0.0
-19.220091,0.0
-19.120061,0.0
-19.020085,0.0
-18.920101,0.0
-18.82005,0.0
-18.720044,0.0
-18.620047,0.0
-18.520077,0.0
-18.420002,0.0
-18.319987,0.0
-18.219957,0.0
-18.119954,0.0
-18.019956,0.0
-17.919998,0.0
-17.820045,0.0
-17.719973,0.0
-17.620056,0.0
-17.52005,0.0
-17.419928,0.0
-17.319979,0.0
-17.220034,0.0
-17.120096,0.0
-17.020119,0.0
-16.920098,0.0
-16.819862,0.0
-16.720061,0.0
-16.620055,0.0
-16.520063,0.0
-16.420102,0.0
-16.320113,0.0
-16.219917,0.0
-16.120013,0.0
-16.019918,0.0
-15.919842,0.0
-15.820082,0.0
-15.71991,0.0
-15.620063,0.0
-15.520075,0.0
-15.420088,0.0
-15.320006,0.0
-15.220037,0.0
-15.120081,0.0
-15.019938,0.0
-14.919961,0.0
-14.820048,0.0
-14.719932,0.0
-14.620008,0.0
-14.51985,0.0
-14.419965,0.0
-14.320019,0.0
-14.220047,0.0
-14.120055,0.0
-14.019933,0.0
-13.920086,0.0
-13.82011,0.0
-13.720086,0.0
-13.619993,0.0
-13.52008,0.0
-13.420074,0.0
-13.319971,0.0
-13.220021,0.0
-13.120124,0.0
-13.02011,0.0
-12.919781,0.0
-12.819995,0.0
-12.719927,0.0
-12.620091,0.0
-12.520085,0.0
-12.420079,0.0
-12.32008,0.0
-12.219892,0.0
-12.120037,0.0
-12.019973,0.0
-11.919821,0.0
-11.820088,0.0
-11.719809,0.0
-11.62009,0.0
-11.520089,0.0
-11.420083,0.0
-11.320107,0.0
-11.219942,0.0
-11.120105,0.0
-11.020054,0.0
-10.919867,0.0
-10.819914,0.0
-10.719996,0.0
-10.620094,0.0
-10.520097,0.0
-10.420096,0.0
-10.320032,0.0
-10.219977,0.0
-10.119915,0.0
-10.019992,0.0
-9.920078,0.0
-9.820031,0.0
-9.719968,0.0
-9.620106,0.0
-9.520101,0.0
-9.420108,0.0
-9.320118,0.0
-9.220047,0.0
-9.120104,0.0
-9.020062,0.0
-8.919856,0.0
-8.82003,0.0
-8.720103,0.0
-8.62011,0.0
-8.520065,0.0
-8.420121,0.0
-8.320115,0.0
-8.220038,0.0
-8.119818,0.0
-8.019781,0.0
-7.920065,0.0
-7.819904,0.0
-7.719769,0.0
-7.619926,0.0
-7.520113,0.0
-7.420116,0.0
-7.320124,0.0
-7.220097,0.0
-7.119775,0.0
-7.019985,0.0
-6.920104,0.0
-6.82004,0.0
-6.720092,0.0
-6.619971,0.0
-6.520134,0.0
-6.420124,0.0
-6.320132,0.0
-6.219911,0.0
-6.120028,0.0
-6.019926,0.0
-5.920012,0.0
-5.819901,0.0
-5.719808,0.0
-5.619918,0.0
-5.520134,-0.1
-5.420137,0.0
-5.320131,0.0
-5.220094,0.0
-5.120044,0.0
-5.02007,0.0
-4.920111,0.0
-4.819951,0.0
-4.719849,0.0
-4.619881,0.0
-4.520133,0.0
-4.42007,0.0
-4.320131,0.0
-4.219973,0.0
-4.12005,0.0
-4.020052,0.0
-3.91997,0.0
-3.81999,0.0
-3.720077,0.0
-3.620089,0.0
-3.52015,0.0
-3.420136,0.0
-3.320143,0.0
-3.220138,0.0
-3.120049,0.0
-3.019932,0.0
-2.919938,0.1
-2.819838,0.1
-2.720035,0.0
-2.61997,0.0
-2.51996,0.0
-2.420153,0.0
-2.320147,0.0
-2.220146,0.0
-2.120032,0.0
-2.020035,0.0
-1.91994,0.0
-1.819936,0.0
-1.719948,0.0
-1.619844,0.0
-1.519998,0.0
-1.420157,0.0
-1.320164,0.0
-1.220159,0.0
-1.120067,0.0
-1.019922,0.0
-0.919977,0.0
-0.820003,0.0
-0.720033,0.0
-0.619938,0.0
-0.519924,0.0
-0.42005,0.1
-0.320163,0.1
-0.220171,-0.1
-0.120138,0.0
-0.019972,0.0
0.080152,0.0
0.180041,0.0
0.280064,0.0
0.379947,0.0
0.479882,0.0
0.579836,0.0
0.679833,-3.0
0.77997,-1.4
0.879886,0.2
0.980098,-1.3
1.080101,1.5
1.180023,-1.1
1.28004,-0.2
1.379932,-1.3
1.479949,-1.4
1.580053,-1.1
1.680058,-1.5
1.780046,-0.6
1.880041,-0.9
1.980068,-0.3
2.080051,-2.0
2.180118,-2.2
2.280056,-1.6
2.380067,-1.6
2.479995,-3.4
2.579929,-1.8
2.680039,-2.2
2.78004,-1.5
2.880035,-1.0
2.980045,-0.5
3.079881,1.1
3.179869,0.6
3.280172,1.1
3.380051,1.6
3.480093,1.4
3.580029,1.9
3.679872,1.9
3.780041,2.2
3.880032,2.0
3.980203,1.9
4.080145,0.9
4.17998,1.7
4.280208,0.7
4.379964,0.6
4.479927,0.4
4.580137,0.7
4.67993,0.0
4.780042,-0.1
4.880023,0.4
4.980029,-0.2
5.079989,-0.7
5.179889,0.2
5.279919,-0.7
5.379896,-0.2
5.479898,0.3
5.580173,-0.1
6.080142,0.4
6.179912,0.9
6.279981,0.5
6.379891,0.8
6.479973,-0.1
6.580116,0.9
6.679973,0.6
6.780015,1.8
6.880014,0.8
6.980007,0.6
7.080155,1.7
7.179977,1.3
7.279904,0.9
7.379876,0.3
7.480107,0.6
7.580081,1.1
7.980003,-0.2
8.080006,0.7
8.180047,0.4
8.279905,0.7
8.380142,0.5
8.479936,0.4
8.579951,1.1
8.679926,0.1
8.780008,0.3
8.879998,0.9
8.980003,0.4
9.079994,0.5
9.179906,0.2
9.279882,0.9
9.479953,0.5
9.579968,-0.2
9.679893,0.5
9.780081,0.3
9.880016,0.6
9.979986,0.7
10.07999,0.4
10.179956,0.4
10.28006,0.4
10.37989,0.4
10.679893,0.5
10.879977,1.3
10.979983,0.7
11.080003,0.7
11.180022,0.3
11.279886,0.4
11.379955,1.2
11.479904,0.0
11.579972,0.7
11.680054,1.1
11.780094,0.0
11.879978,-0.3
11.979979,0.7
12.079982,0.3
12.17998,0.0
12.279944,1.0
12.38,0.3
12.480113,0.4
12.580049,0.4
12.679879,0.4
12.780067,0.9
12.879925,0.5
12.97997,0.4
13.079978,0.3
13.179968,0.3
13.28009,0.0
13.379922,1.4
13.479898,0.4
13.580073,0.1
13.679911,0.7
13.780137,0.3
13.87999,0.4
13.979972,0.3
14.079962,0.4
14.179961,1.1
14.280109,0.8
14.380121,0.2
14.479943,0.5
14.57992,0.7
14.680182,0.9
14.779888,0.6
14.879923,1.9
14.979973,0.0
15.08002,0.7
15.179957,0.8
15.280043,0.1
15.37998,0.7
15.480216,0.0
15.579945,0.2
15.67996,0.6
15.780086,0.6
15.879935,0.5
16.07995,0.5
16.179949,0.6
16.280222,0.1
16.38002,1.3
16.48001,0.5
16.579934,0.6
16.680139,1.5
16.78002,0.7
16.880083,0.5
16.979952,0.5
17.079969,0.6
17.179976,0.6
17.279933,0.5
17.379941,0.0
17.480179,1.4
17.680011,0.4
17.780021,-0.3
17.880198,0.5
17.98025,0.0
18.079945,0.0
18.179944,0.0
18.279989,0.1
18.380031,-0.2
18.479935,0.6
18.580003,0.4
18.680014,0.3
18.780033,1.1
18.879936,0.3
18.980057,0.9
19.079931,0.7
19.17993,0.6
19.279936,0.7
19.380099,1.2
19.480106,0.9
19.580073,0.0
19.680146,1.0
19.779981,0.1
19.880065,0.4
19.979986,0.9
20.079932,0.6
20.179922,0.6
20.279919,0.0
20.380038,1.0
20.580063,0.0
20.679921,0.0
20.779897,0.1
20.879918,0.0
20.979921,-0.1
21.079933,0.1
21.180077,-0.5
21.280074,0.3
21.380002,0.2
21.480092,-0.3
21.580116,0.4
21.680136,0.3
21.779927,-0.4
21.880226,-0.3
21.980052,-0.5
22.07992,-0.5
22.179923,-0.7
22.279911,-0.3
22.379912,0.2
22.479955,0.0
22.580037,0.0
22.680062,0.8
22.780126,-0.1
22.880125,0.7
22.979941,0.1
23.080032,0.4
23.179902,0.4
23.279903,0.7
23.379904,0.3
23.480221,0.4
23.580177,-0.1
23.680041,0.6
23.780042,-0.3
23.879982,0.4
23.980043,0.0
24.080094,-0.3
24.179906,-0.1
24.279934,0.0
24.379913,-0.9
24.480098,-0.1
24.580014,-0.1
24.680002,0.0
24.779959,-0.1
24.879927,0.3
24.980003,-0.2
25.080084,0.0
25.179894,0.2
25.279895,-0.2
25.379901,-1.4
25.480107,-0.4
25.580064,0.5
25.67998,-0.2
25.780008,0.6
25.880275,-0.4
25.980205,-0.4
26.080026,-0.5
26.279891,1.1
26.379897,-0.1
26.479893,-0.8
26.580249,0.4
26.679918,-0.2
26.780196,-0.1
26.880029,-0.4
26.980003,-0.4
27.080022,-0.1
27.179928,-0.4
27.279878,-0.8
27.379884,-0.4
27.479885,-0.2
27.580067,-0.6
27.680259,-0.3
27.780072,-0.4
27.87989,0.4
27.98019,0.1
28.079918,-0.2
28.17993,-0.6
28.279878,0.4
28.379879,0.0
28.479871,-0.3
28.579877,0.0
28.680232,0.4
28.779926,1.3
28.879974,-0.1
28.980037,-0.2
29.079929,0.6
29.179886,0.2
29.280033,0.0
29.379866,0.8
29.479863,-0.2
29.579877,-0.4
29.679947,0.1
29.780092,-0.6
29.880032,-0.8
29.979901,-0.3
30.080005,-0.5
30.180076,-1.0
30.279958,-0.4
30.380157,-0.4
30.480158,-0.8
30.580168,-0.4
30.680176,0.7
30.780022,0.0
30.880174,-0.5
30.980043,-0.1
31.080136,0.0
31.179894,0.0
31.279922,0.0
31.380165,-0.1
31.480153,0.2
31.580158,0.0
31.680054,0.1
31.780005,-0.1
31.88005,0.1
31.980013,-0.2
32.079932,-0.6
32.180234,-0.3
32.280083,0.6
32.380161,0.0
32.480153,-0.3
32.580154,0.0
32.680098,0.3
32.780061,0.2
32.879872,0.4
32.980034,0.0
33.07998,0.0
33.180054,-0.1
33.279922,0.2
33.380148,0.1
33.480149,0.0
33.58015,0.7
33.680143,0.8
33.780188,0.3
33.880031,-0.3
33.980099,-0.1
34.080019,0.0
34.17992,0.2
34.280028,-0.3
34.380043,-0.6
34.480141,-0.7
34.580143,-0.5
34.68013,-0.6
34.780052,-0.5
34.879911,-0.5
34.979987,0.1
35.080008,0.0
35.180086,0.0
35.280091,0.3
35.379982,-0.2
35.480124,0.4
35.58013,0.5
35.680131,-0.1
35.780188,0.6
35.879913,0.2
35.980147,0.3
36.080046,0.0
36.17993,0.2
36.280064,0.3
36.380214,0.4
36.480129,0.0
36.580135,-0.6
36.680127,-0.5
36.78004,-0.7
36.880048,-0.7
36.980086,-0.6
37.080032,-0.8
37.180052,-0.1
37.280089,0.2
37.379948,-0.4
37.480119,0.2
37.580125,-0.4
37.680117,0.0
37.780119,0.0
37.879949,0.0
37.979938,1.1
38.079898,-0.3
38.180028,-0.3
38.280169,0.4
38.379929,0.0
38.479984,-0.2
38.580112,-0.5
38.680118,0.1
38.780124,0.0
38.880057,-0.4
38.980024,0.3
39.07993,-0.1
39.180044,0.0
39.280067,0.0
39.380038,0.2
39.48007,0.6
39.580117,0.0
39.680114,0.1
39.780115,0.4
39.879966,-0.2
39.979986,-0.4
40.079931,0.7
40.179944,0.4
40.280039,0.0
40.380054,-0.4
40.480018,0.1
40.580103,0.1
40.680104,0.2
40.780101,-0.9
40.880153,-0.2
40.979955,0.0
41.080106,-0.5
41.179992,0.0
41.28006,-0.2
41.380022,0.0
41.479979,0.0
41.580095,-0.4
41.680096,-0.3
41.780097,0.1
41.879903,0.1
41.979926,0.4
42.080104,0.1
42.180125,-0.2
42.279926,0.0
42.380127,0.3
42.480103,0.0
42.580082,-0.7
42.680088,0.0
42.780089,0.5
42.880084,0.0
42.980013,-0.2
43.079914,0.3
43.180041,0.5
43.280011,0.2
43.380061,0.1
43.479942,0.1
43.57993,0.3
43.680093,0.0
43.780081,-0.2
43.880076,0.0
43.980035,-0.4
44.08022,-0.5
44.180152,0.3
44.280123,0.0
44.380146,0.0
44.480173,-0.5
44.579986,-0.3
44.680089,-0.2
44.780073,0.3
44.880134,-0.1
44.980104,-0.2
45.080146,-0.5
45.180117,-0.4
45.279979,-0.3
45.379994,0.0
45.480016,0.2
45.580005,-0.3
45.680067,-0.6
45.780064,0.0
45.880077,0.1
45.979921,0.3
46.079969,0.4
46.180003,-0.1
46.27998,-0.1
46.379902,0.4
46.479939,0.0
46.579941,0.4
46.680064,0.0
46.780069,-0.5
46.880069,-0.5
46.980091,0.0
47.079992,0.6
47.180083,0.3
47.280115,0.1
47.38004,0.3
47.479997,-0.2
47.580067,-0.4
47.680056,0.2
47.780057,0.2
47.880065,0.3
47.980057,0.3
48.080099,0.7
48.180153,0.5
48.280048,1.1
48.380003,0.5
48.480087,0.2
48.58,-0.5
48.680107,-0.2
48.780053,-0.1
48.880057,-0.2
48.980058,0.0
49.079959,0.1
49.180229,0.0
49.280218,-0.1
49.380062,0.0
49.480077,0.2
49.580008,-0.1
49.680006,0.2
49.780049,0.6
49.879948,0.6
49.980107,0.2
50.080093,0.0
50.18012,0.2
50.280078,0.3
50.380195,0.9
50.479954,0.5
50.580092,0.2
50.680103,0.4
50.780042,0.4
50.880037,-0.1
50.980038,-0.1
51.080127,-0.2
51.180228,-0.5
51.280132,0.0
51.380199,-0.1
51.480121,-0.2
51.580136,0.0
51.679996,-0.3
51.780043,-0.5
51.880029,-0.5
51.98003,0.4
52.080029,0.0
52.179931,0.4
52.280105,0.6
52.480149,0.8
52.580053,0.6
52.679952,0.3
52.779976,0.1
52.980035,0.1
53.080029,0.3
53.27998,0.3
53.680137,0.2
55.080008,0.2
55.180012,0.0
55.279983,-0.1
55.380111,0.1
55.480086,0.0
55.580063,0.0
55.68006,-0.2
55.780103,0.6
55.879958,0.1
55.98001,0.0
56.080009,0.5
56.179999,0.1
56.280094,0.1
56.380039,0.3
56.480121,0.1
56.579922,0.1
56.679937,0.5
56.780044,0.2
56.880184,-0.4
56.980992,0.2
57.080001,-0.3
57.179995,-0.6
57.280175,-0.1
57.380059,-0.1
57.480066,0.1
57.580139,0.0
57.6801,-3.4
57.780036,-0.1
57.880087,0.0
57.980992,-0.2
58.079997,0.2
58.18,0.4
58.280235,1.3
58.380165,0.7
58.480142,-0.6
58.580158,-0.5
58.680981,-0.5
58.780028,0.0
58.879953,-0.7
58.979993,-0.6
59.079987,0.9
59.17999,-0.2
59.280104,0.1
59.380107,-0.6
59.480034,-0.1
59.579921,0.6
59.680981,0.4
59.780075,0.1
59.879952,-0.1
59.979985,-0.4
60.079983,-0.2
60.179987,0.6
60.279979,-0.2
60.380119,0.0
60.480026,0.1
60.579996,0.4
60.679993,-0.4
60.779919,0.3
60.880096,-0.1
60.980083,-0.5
61.07998,0.1
61.17997,0.1
61.279975,0.0
61.380076,-0.2
61.480081,0.1
61.580074,0.1
61.680015,0.2
61.780025,1.1
61.88005,1.3
61.980092,0.5
62.079967,-0.8
62.17997,0.0
62.279971,-3.2
62.3801,-0.5
62.479971,-0.3
62.579965,0.0
62.680059,0.1
62.780083,0.1
62.880063,0.3
62.980967,0.7
63.080951,0.4
63.17996,0.3
63.279953,0.5
63.379954,0.2
63.479961,-0.2
63.580021,0.6
63.680045,-0.8
63.779977,-0.6
63.880034,0.0
63.980115,-0.4
64.080087,-0.4
64.179961,0.0
64.279958,-0.4
64.37995,-0.5
64.480039,-0.3
64.580072,-2.0
64.680074,-0.3
64.780964,-0.9
64.880107,2.4
64.980121,0.4
65.080076,0.2
65.179957,0.5
65.279945,0.8
65.37995,0.9
65.480144,-0.5
65.580976,-0.6
65.680961,-0.6
65.78099,-0.8
65.880106,-0.9
65.980062,0.1
66.080127,0.4
66.179944,0.5
66.279937,0.6
66.379938,-0.4
66.480072,2.1
66.580024,0.1
66.680009,-0.8
66.780086,0.0
66.880812,-0.7
66.980008,-0.8
67.080068,-0.5
67.17994,-1.1
67.279937,1.3
67.379943,-0.1
67.479977,0.0
67.579955,-0.2
67.680929,1.1
67.780972,-0.3
67.880035,0.9
67.980085,0.5
68.080095,1.7
68.179928,0.0
68.379926,0.8
68.480044,0.9
68.58004,0.2
68.679964,-0.6
68.780059,-1.5
68.880015,-0.7
68.980953,-0.1
69.080085,0.9
69.180101,-1.1
69.279925,-1.0
69.379926,-0.7
69.479923,-0.5
69.580099,-0.3
69.680085,0.6
69.780021,0.5
69.880031,-0.2
69.98002,-0.3
70.080078,-1.4
70.180107,-0.1
70.280902,-1.1
70.380908,0.7
70.480778,-1.0
70.580977,1.8
70.680058,0.0
70.780056,-0.6
70.880972,-0.4
70.980116,-0.2
71.080004,0.4
71.180903,0.0
71.280894,0.1
71.380908,0.1
71.480888,1.8
71.581032,1.6
71.680074,0.0
71.780952,-0.4
71.880957,2.1
71.980018,0.1
72.080096,0.1
72.180919,0.6
72.280895,0.0
72.380882,-1.4
72.480901,-1.9
72.58091,0.1
72.679977,1.7
72.779985,-0.1
72.880922,0.3
72.980005,0.3
73.080096,0.2
73.180036,1.0
73.280882,1.0
73.380883,0.0
73.480902,0.0
73.579982,1.3
73.680057,0.2
73.780979,0.0
73.880896,4.7
73.98009,0.1
74.080802,0.2
74.180808,0.4
74.280025,-1.3
74.380869,-0.6
74.480874,-0.9
74.580915,0.2
74.680995,0.1
74.780927,-0.1
74.88079,0.0
74.980994,-0.2
75.080966,-0.3
75.180881,1.5
75.280086,1.4
75.380872,0.3
75.480891,-0.3
75.580879,-0.8
75.680015,0.6
75.780974,-0.8
75.88093,-0.6
75.980087,-0.2
76.080054,-0.4
76.180896,0.2
76.280817,2.0
76.380742,1.5
76.480761,-0.7
76.58087,-1.2
76.680038,-0.1
76.780271,0.9
76.880008,1.3
76.980938,-0.3
77.080958,-2.2
77.180969,-0.5
77.280733,0.6
77.380856,-1.2
77.480861,-0.3
77.580849,1.2
77.680864,-0.3
77.780042,-0.1
77.880052,1.8
77.980925,0.5
78.08005,0.0
78.180967,-0.3
78.280938,0.0
78.380776,0.8
78.480857,-0.1
78.580837,-0.1
78.680855,-0.2
78.780017,0.0
78.880861,0.7
78.980007,0.1
79.080881,-0.5
79.180789,-0.5
79.280961,-0.2
79.380935,-0.8
79.480719,-0.8
79.580846,-0.1
79.680847,0.2
79.780906,-0.6
79.880931,0.3
79.980882,0.3
80.080041,0.6
80.180797,-0.3
80.280998,-1.1
80.380956,-0.8
80.48085,-0.6
80.580838,-0.8
80.680839,1.8
80.780181,3.0
80.88098,0.7
80.980917,0.6
81.080983,-1.3
81.180969,0.0
81.280984,0.3
81.380838,-0.6
81.480842,-0.5
81.580843,-1.2
81.680835,-0.7
81.780832,-1.0
81.880912,0.0
81.980936,-0.3
82.080905,-0.4
82.180898,-0.8
82.280861,1.3
82.380888,-1.0
82.480943,-2.0
82.580842,-0.8
82.68083,0.5
82.780835,-0.9
82.880021,-2.2
82.981002,-1.4
83.080931,-0.5
83.180997,-0.9
83.280758,-0.1
83.380845,-1.4
83.480035,0.5
83.580703,0.7
83.680813,-0.5
83.780937,-0.5
83.880989,-0.4
83.980788,-0.3
84.080927,-0.8
84.180873,-0.9
84.280822,-0.5
84.380902,-0.7
84.480988,0.0
84.580816,0.2
84.680822,2.8
84.780911,-1.8
84.880192,-0.4
84.980874,-0.1
85.080003,-1.0
85.180837,0.2
85.280848,3.7
85.380916,-0.5
85.48002,-0.3
86.180798,-1.7
86.28083,0.3
86.380687,-0.3
86.480935,0.6
86.580977,-0.7
86.680675,-0.9
86.780815,0.1
86.880676,-1.5
86.980896,0.0
87.080878,-0.6
87.180944,-1.1
87.280688,-0.9
87.380778,-0.9
87.480805,-1.4
87.580934,-0.8
87.680671,-0.7
87.780729,0.9
87.880672,-0.4
87.980938,0.5
88.080863,-0.8
88.180858,2.5
88.280936,1.1
88.380951,-0.8
88.480821,-0.6
88.58067,0.2
88.680729,0.1
88.780668,-0.2
88.880663,0.1
88.980271,-0.8
89.08093,-0.3
89.180786,1.7
89.280744,-0.2
89.380925,-0.3
89.480908,-0.2
89.580712,0.0
89.680649,0.4
89.780641,0.6
89.880654,1.5
89.980668,-0.1
90.080675,0.0
90.18079,0.1
90.280691,-0.7
90.380969,-0.3
90.480931,0.0
90.58084,0.9
90.680645,-1.7
90.780721,-2.4
90.880641,-2.4
90.980651,-1.2
91.080701,-1.8
91.180967,-0.3
91.280656,-0.3
91.380951,-2.3
91.480684,-1.2
91.580694,0.0
91.68094,-1.4
91.780642,-2.8
91.880642,-0.8
91.980643,-1.7
92.080663,-2.1
92.180848,1.0
92.280902,-5.6
92.380645,-2.2
92.480918,0.2
92.580915,-2.0
92.680744,-1.9
92.780638,0.0
92.880625,0.0
92.980639,1.3
93.080189,-0.4
93.180668,-0.1
93.280936,0.0
93.380928,0.2
93.480871,0.9
93.580867,0.4
93.680658,1.6
93.780661,1.2
93.88083,4.0
93.980626,-0.9
94.080625,2.0
94.180703,-0.4
94.280943,-0.2
94.380673,-0.9
94.480894,-1.0
94.580855,-0.7
94.680715,-0.4
94.780747,-0.2
94.880613,-1.8
94.980618,-1.3
95.08063,-1.6
95.180709,-0.4
95.280673,-0.5
95.380719,-0.9
95.480638,-1.3
95.580693,-1.9
95.680861,-1.7
95.78063,0.0
95.880609,1.7
95.980605,0.6
96.080595,0.9
96.180633,1.4
96.280645,2.4
96.380841,0.9
96.480677,1.1
96.580622,-0.3
96.680877,-1.2
96.780747,-1.0
96.880614,-1.4
96.980602,-0.6
97.080609,-2.5
97.179996,-0.5
97.280861,-1.5
98.080592,-1.1
98.180657,0.1
98.280654,-0.3
98.380612,1.1
98.480657,-1.0
98.580735,-1.5
98.680604,-1.1
100.880866,-0.3
101.180576,-0.1
101.280839,0.0
101.380715,-0.9
101.480668,-0.2
101.580719,0.0
101.680677,-0.6
101.780884,0.5
101.880867,0.3
101.980573,-0.9
102.080563,-0.2
102.180575,1.4
102.280572,-0.5
102.380875,-1.3
102.480673,-1.2
102.580596,-0.3
102.6809,-0.5
102.780599,0.0
102.880855,0.3
102.980669,2.5
103.080568,-0.7
103.180585,-1.8
103.280621,-2.2
103.380703,-0.2
103.480667,-0.1
103.580713,0.2
103.680583,1.0
103.780678,-0.5
103.880698,0.0
103.980687,-0.6
104.08056,-0.2
104.18055,0.6
104.28067,1.8
104.38059,0.9
104.480873,0.6
104.580607,-0.7
104.680556,-1.9
104.780632,1.0
104.880612,-0.1
104.980886,-0.2
105.080561,-0.5
105.180656,-0.4
105.280636,-1.0
105.380837,-0.1
105.480719,0.3
105.580602,-1.1
106.380591,0.0
106.580688,0.0
106.680717,-1.3
106.780654,-0.5
106.880597,-0.6
106.980733,-0.9
107.080651,-1.4
107.180535,-1.0
107.280541,-1.1
107.380633,0.9
107.480626,-0.6
107.580558,-0.8
107.680609,0.8
107.780593,0.3
107.880704,-1.7
107.980665,-0.2
108.080537,-0.5
108.180531,-0.6
108.280546,-0.9
108.380538,-0.2
108.480561,0.2
108.580695,-1.7
108.680658,0.0
110.980635,1.4
111.080623,1.8
111.180511,-1.3
111.280525,0.4
111.380518,0.7
111.480624,2.0
111.580641,-0.2
111.680664,-0.2
111.78064,-1.4
111.980572,-1.8
112.080709,0.5
112.180507,0.1
112.280649,1.2
116.380522,-0.3
119.780571,-0.7
119.880736,-0.8
119.980592,-1.0
120.080714,-1.0
120.180541,-1.0
120.280717,-1.1
120.380701,-1.1
120.780653,-0.8
120.880691,-1.2
120.980627,-1.4
121.280685,-2.8
121.380668,-3.4
121.580547,-4.4
121.680548,-5.0
122.080721,-6.4
122.480551,-7.1
122.580543,-7.1
122.680536,-7.1
122.780561,-7.2
122.880714,-7.2
122.980637,-7.2
123.080573,-7.2
123.180642,-7.2
123.280568,-7.3
123.380714,-7.2
123.580538,-7.2
123.680552,-7.1
123.780544,-7.1
123.880742,-7.0
123.980699,-7.1
124.080658,-7.1
124.180578,-7.3
124.280588,-7.6
124.380628,-7.8
124.480726,-8.2
124.580563,-8.6
124.680547,-9.0
124.780535,-9.3
124.880707,-9.6
124.980682,-9.9
125.0807,-10.1
125.180752,-10.3
125.280583,-10.3
125.380555,-10.2
125.480697,-10.0
125.580546,-9.6
125.680552,-9.2
125.78054,-8.7
125.880593,-8.1
125.980668,-7.4
126.180654,-6.0
126.28057,-5.2
126.58056,-3.3
126.680539,-2.8
126.780558,-2.5
126.880612,-2.3
127.080617,-2.3
127.180611,-2.5
127.380648,-3.4
127.480702,-4.1
127.580546,-4.9
127.780548,-6.9
127.880581,-8.1
127.98058,-9.4
128.180608,-12.1
128.280672,-13.4
128.480611,-15.8
128.580714,-16.9
128.780544,-18.4
128.980592,-19.4
129.38067,-20.7
129.480683,-20.8
129.580702,-20.9
129.680548,-20.9
129.780567,-21.0
129.88058,-21.0
129.980598,-20.9
130.080718,-20.9
130.180614,-21.0
130.280589,-21.1
130.380655,-21.3
130.480578,-21.5
130.580648,-21.8
130.680679,-22.3
130.780566,-22.7
130.880555,-23.2
130.980698,-23.8
131.080738,-24.3
131.180666,-24.8
131.280646,-25.3
131.380648,-25.7
131.48073,-26.0
131.680558,-26.2
131.780572,-26.1
131.880567,-25.9
131.980705,-25.6
132.18071,-24.9
132.280668,-24.4
132.380666,-24.0
132.480627,-23.5
132.780559,-21.7
132.880546,-21.0
132.980699,-20.3
133.180669,-18.8
133.280732,-18.0
133.380576,-17.3
133.480668,-16.5
133.680692,-14.7
133.780554,-14.0
133.880554,-13.1
133.980546,-12.3
134.080761,-11.5
134.180669,-10.5
134.280635,-9.8
134.380598,-9.0
134.680606,-6.6
135.08058,-4.0
135.180756,-3.5
135.280651,-3.0
135.380614,-2.4
135.480726,-2.1
135.580554,-1.7
135.980563,-0.4
136.080597,-0.3
136.180764,0.0
136.280615,0.0
136.380684,0.1
136.480633,0.2
136.580746,0.3
136.680612,0.3
136.780561,0.2
136.880543,0.2
137.080573,0.1
137.480668,-0.3
137.580683,-0.4
137.680718,-0.5
137.780575,-0.7
137.880579,-0.8
137.98058,-1.0
138.080723,-1.1
138.18065,-1.3
140.780583,-2.6
140.980576,-2.5
141.080566,-2.6
141.180565,-2.6
141.280622,-2.6
141.380739,-2.6
141.480728,-2.7
141.58057,-2.7
141.680624,-2.8
141.780677,-2.9
141.880684,-2.9
141.98055,-3.1
142.080566,-3.2
142.18057,-3.3
142.280619,-3.5
142.380643,-3.6
142.480706,-3.7
142.580795,-3.9
142.680606,-4.1
142.780765,-4.3
142.880654,-4.5
142.980586,-4.7
143.080563,-4.9
143.18057,-5.2
143.280763,-5.4
143.380752,-5.7
143.480683,-6.0
143.580672,-6.2
143.680661,-6.5
143.780601,-6.8
