T,gyro_5f_wy[dps]
-19.919977,0.0
-19.82003,0.0
-19.72004,0.0
-19.620052,0.0
-19.519936,0.0
-19.41998,0.0
-19.31981,0.0
-19.220091,0.0
-19.120061,0.0
-19.020085,0.0
-18.920101,0.0
-18.82005,0.0
-18.720044,0.0
-18.620047,0.0
-18.520077,0.0
-18.420002,0.0
-18.319987,0.0
-18.219957,0.0
-18.119954,0.0
-18.019956,0.0
-17.919998,0.0
-17.820045,0.0
-17.719973,0.0
-17.620056,0.0
-17.52005,0.0
-17.419928,0.0
-17.319979,0.0
-17.220034,0.0
-17.120096,0.0
-17.020119,0.0
-16.920098,0.0
-16.819862,0.0
-16.720061,0.0
-16.620055,0.0
-16.520063,0.0
-16.420102,0.0
-16.320113,0.0
-16.219917,0.0
-16.120013,0.0
-16.019918,0.0
-15.919842,0.0
-15.820082,0.0
-15.71991,0.0
-15.620063,0.0
-15.520075,0.0
-15.420088,0.0
-15.320006,0.0
-15.220037,0.0
-15.120081,0.0
-15.019938,0.0
-14.919961,0.0
-14.820048,0.0
-14.719932,0.0
-14.620008,0.0
-14.51985,0.0
-14.419965,0.0
-14.320019,0.0
-14.220047,0.0
-14.120055,0.0
-14.019933,0.0
-13.920086,0.0
-13.82011,0.0
-13.720086,0.0
-13.619993,0.0
-13.52008,0.0
-13.420074,0.0
-13.319971,0.0
-13.220021,0.0
-13.120124,0.0
-13.02011,0.0
-12.919781,0.0
-12.819995,0.0
-12.719927,0.0
-12.620091,0.0
-12.520085,0.0
-12.420079,0.0
-12.32008,0.0
-12.219892,0.0
-12.120037,0.0
-12.019973,0.0
-11.919821,0.0
-11.820088,0.0
-11.719809,0.0
-11.62009,0.0
-11.520089,0.0
-11.420083,0.0
-11.320107,0.0
-11.219942,0.0
-11.120105,0.0
-11.020054,0.0
-10.919867,0.0
-10.819914,0.0
-10.719996,0.0
-10.620094,0.0
-10.520097,0.0
-10.420096,0.0
-10.320032,0.0
-10.219977,0.0
-10.119915,0.0
-10.019992,0.0
-9.920078,0.0
-9.820031,0.0
-9.719968,0.0
-9.620106,0.0
-9.520101,0.0
-9.420108,0.0
-9.320118,0.0
-9.220047,0.0
-9.120104,0.0
-9.020062,0.0
-8.919856,0.0
-8.82003,0.0
-8.720103,0.0
-8.62011,0.0
-8.520065,0.0
-8.420121,0.0
-8.320115,0.0
-8.220038,0.0
-8.119818,0.0
-8.019781,0.0
-7.920065,0.0
-7.819904,0.0
-7.719769,0.0
-7.619926,0.0
-7.520113,0.0
-7.420116,0.0
-7.320124,0.0
-7.220097,0.0
-7.119775,0.0
-7.019985,0.0
-6.920104,0.0
-6.82004,0.0
-6.720092,0.0
-6.619971,0.0
-6.520134,0.0
-6.420124,0.0
-6.320132,0.0
-6.219911,0.0
-6.120028,0.0
-6.019926,0.0
-5.920012,0.0
-5.819901,0.0
-5.719808,0.0
-5.619918,0.0
-5.520134,-0.2
-5.420137,0.0
-5.320131,0.0
-5.220094,0.0
-5.120044,0.0
-5.02007,0.0
-4.920111,0.0
-4.819951,0.0
-4.719849,0.0
-4.619881,0.0
-4.520133,0.0
-4.42007,0.0
-4.320131,0.0
-4.219973,0.0
-4.12005,0.1
-4.020052,0.0
-3.91997,0.0
-3.81999,0.0
-3.720077,0.0
-3.620089,0.0
-3.52015,0.0
-3.420136,0.0
-3.320143,0.0
-3.220138,0.0
-3.120049,0.0
-3.019932,0.0
-2.919938,0.0
-2.819838,0.0
-2.720035,0.0
-2.61997,0.0
-2.51996,0.0
-2.420153,0.0
-2.320147,0.0
-2.220146,0.0
-2.120032,0.0
-2.020035,0.0
-1.91994,0.0
-1.819936,0.0
-1.719948,0.0
-1.619844,0.0
-1.519998,0.0
-1.420157,0.0
-1.320164,0.0
-1.220159,0.0
-1.120067,0.0
-1.019922,0.0
-0.919977,0.0
-0.820003,0.0
-0.720033,0.0
-0.619938,0.0
-0.519924,0.0
-0.42005,0.0
-0.320163,0.0
-0.220171,0.0
-0.120138,0.0
-0.019972,0.0
0.080152,0.0
0.180041,0.0
0.280064,0.0
0.379947,0.0
0.479882,0.0
0.579836,-0.2
0.679833,-1.6
0.77997,-2.7
0.879886,-1.0
0.980098,-0.6
1.080101,0.7
1.180023,-0.8
1.28004,-2.7
1.379932,-1.2
1.479949,-1.7
1.580053,-2.3
1.680058,-2.2
1.780046,-1.3
1.880041,-2.2
1.980068,-1.6
2.080051,-1.7
2.180118,-2.6
2.280056,-1.9
2.380067,-2.2
2.479995,-2.6
2.579929,-2.6
2.680039,-1.7
2.78004,-1.5
2.880035,-1.6
2.980045,-1.0
3.079881,-0.2
3.179869,0.4
3.280172,0.5
3.380051,1.9
3.480093,1.4
3.580029,1.7
3.679872,2.2
3.780041,2.8
3.880032,2.6
3.980203,3.0
4.080145,2.4
4.17998,2.3
4.280208,2.6
4.379964,2.3
4.479927,1.9
4.580137,2.1
4.67993,0.8
4.780042,1.1
4.880023,0.3
4.980029,0.0
5.079989,-0.1
5.179889,-0.3
5.279919,-0.7
5.379896,-0.8
5.479898,-0.6
5.580173,-0.8
6.080142,-0.6
6.179912,0.0
6.279981,0.3
6.379891,0.2
6.479973,0.2
6.580116,1.0
6.679973,0.9
6.780015,1.5
6.880014,1.7
6.980007,1.9
7.080155,1.9
7.179977,1.9
7.279904,1.9
7.379876,1.8
7.480107,1.5
7.580081,1.7
7.980003,1.1
8.080006,1.3
8.180047,1.3
8.279905,1.3
8.380142,0.7
8.479936,0.5
8.579951,0.8
8.679926,0.4
8.780008,0.0
8.879998,0.1
8.980003,0.3
9.079994,0.3
9.179906,0.3
9.279882,0.2
9.479953,0.2
9.579968,0.0
9.679893,0.9
9.780081,0.7
9.880016,0.7
9.979986,0.8
10.07999,0.9
10.179956,0.7
10.28006,1.6
10.37989,1.1
10.679893,1.1
10.879977,0.6
10.979983,0.6
11.080003,0.6
11.180022,0.4
11.279886,0.9
11.379955,0.9
11.479904,0.8
11.579972,1.1
11.680054,1.1
11.780094,0.6
11.879978,1.1
11.979979,1.4
12.079982,0.9
12.17998,0.6
12.279944,1.0
12.38,0.7
12.480113,1.0
12.580049,0.4
12.679879,0.1
12.780067,0.6
12.879925,0.0
12.97997,0.5
13.079978,0.5
13.179968,0.2
13.28009,0.3
13.379922,0.3
13.479898,0.8
13.580073,0.2
13.679911,1.5
13.780137,1.2
13.87999,1.0
13.979972,0.6
14.079962,0.9
14.179961,1.3
14.280109,1.0
14.380121,1.1
14.479943,0.9
14.57992,0.8
14.680182,0.7
14.779888,0.8
14.879923,1.4
14.979973,1.3
15.08002,0.8
15.179957,1.2
15.280043,1.0
15.37998,1.0
15.480216,0.2
15.579945,0.9
15.67996,0.5
15.780086,0.3
15.879935,0.9
16.07995,0.2
16.179949,0.9
16.280222,0.9
16.38002,1.0
16.48001,1.1
16.579934,0.3
16.680139,1.0
16.78002,1.4
16.880083,1.0
16.979952,1.1
17.079969,1.0
17.179976,0.7
17.279933,0.8
17.379941,0.8
17.480179,0.6
17.680011,0.7
17.780021,0.5
17.880198,0.9
17.98025,1.0
18.079945,0.4
18.179944,0.4
18.279989,0.5
18.380031,0.5
18.479935,0.6
18.580003,0.9
18.680014,0.7
18.780033,0.6
18.879936,0.8
18.980057,0.8
19.079931,0.6
19.17993,1.1
19.279936,0.8
19.380099,0.9
19.480106,1.0
19.580073,0.9
19.680146,1.1
19.779981,0.8
19.880065,0.6
19.979986,1.1
20.079932,1.1
20.179922,0.6
20.279919,0.7
20.380038,0.6
20.580063,0.5
20.679921,0.5
20.779897,-0.1
20.879918,-0.1
20.979921,-0.3
21.079933,-0.3
21.180077,-0.7
21.280074,-0.5
21.380002,-0.4
21.480092,-0.7
21.580116,-0.7
21.680136,-0.3
21.779927,-0.1
21.880226,-0.6
21.980052,-0.8
22.07992,-0.6
22.179923,-0.4
22.279911,-0.5
22.379912,0.0
22.479955,0.4
22.580037,0.0
22.680062,0.2
22.780126,0.4
22.880125,0.7
22.979941,0.2
23.080032,0.4
23.179902,0.3
23.279903,0.4
23.379904,0.3
23.480221,-0.1
23.580177,0.0
23.680041,0.0
23.780042,0.1
23.879982,-0.1
23.980043,-0.5
24.080094,-0.4
24.179906,0.0
24.279934,0.0
24.379913,-0.3
24.480098,-0.4
24.580014,0.0
24.680002,-0.5
24.779959,-0.7
24.879927,0.0
24.980003,-0.3
25.080084,-0.7
25.179894,-0.5
25.279895,-0.5
25.379901,-0.7
25.480107,-0.6
25.580064,-0.3
25.67998,-1.0
25.780008,-0.7
25.880275,-0.6
25.980205,-0.4
26.080026,-1.0
26.279891,-0.8
26.379897,-0.8
26.479893,-1.0
26.580249,-0.8
26.679918,-0.2
26.780196,-0.8
26.880029,-1.2
26.980003,-0.5
27.080022,-0.6
27.179928,-1.1
27.279878,-1.3
27.379884,-0.6
27.479885,-1.0
27.580067,-0.8
27.680259,-0.8
27.780072,-1.1
27.87989,-1.0
27.98019,-0.6
28.079918,-1.0
28.17993,-0.9
28.279878,-0.4
28.379879,-0.5
28.479871,-0.6
28.579877,-1.1
28.680232,-0.3
28.779926,0.0
28.879974,-0.6
28.980037,-0.2
29.079929,-0.1
29.179886,-0.4
29.280033,-0.5
29.379866,-0.2
29.479863,-0.7
29.579877,-0.4
29.679947,-0.7
29.780092,-0.7
29.880032,-0.9
29.979901,-0.9
30.080005,-0.6
30.180076,-0.2
30.279958,-0.6
30.380157,-0.3
30.480158,-0.2
30.580168,0.3
30.680176,0.5
30.780022,0.4
30.880174,0.1
30.980043,0.2
31.080136,0.5
31.179894,0.5
31.279922,0.2
31.380165,0.6
31.480153,0.9
31.580158,0.5
31.680054,0.4
31.780005,0.1
31.88005,0.4
31.980013,-0.6
32.079932,-0.1
32.180234,0.0
32.280083,0.3
32.380161,-0.1
32.480153,-0.4
32.580154,-0.4
32.680098,-0.1
32.780061,0.0
32.879872,-0.4
32.980034,-0.2
33.07998,-0.2
33.180054,-0.3
33.279922,-0.1
33.380148,0.1
33.480149,0.0
33.58015,0.0
33.680143,-0.3
33.780188,0.2
33.880031,0.0
33.980099,-0.7
34.080019,-0.2
34.17992,-0.1
34.280028,0.0
34.380043,0.0
34.480141,0.1
34.580143,-0.1
34.68013,0.4
34.780052,0.2
34.879911,-0.1
34.979987,0.2
35.080008,0.3
35.180086,0.4
35.280091,0.4
35.379982,-0.1
35.480124,0.4
35.58013,0.2
35.680131,-0.3
35.780188,0.2
35.879913,0.1
35.980147,0.0
36.080046,-0.1
36.17993,-0.1
36.280064,0.1
36.380214,0.5
36.480129,-0.1
36.580135,0.3
36.680127,-0.4
36.78004,0.2
36.880048,0.5
36.980086,0.5
37.080032,0.5
37.180052,0.1
37.280089,0.6
37.379948,0.3
37.480119,0.6
37.580125,0.0
37.680117,0.5
37.780119,0.1
37.879949,0.6
37.979938,0.2
38.079898,0.3
38.180028,0.6
38.280169,-0.2
38.379929,0.2
38.479984,-0.1
38.580112,-0.2
38.680118,0.0
38.780124,-0.4
38.880057,0.0
38.980024,0.0
39.07993,-0.3
39.180044,-0.1
39.280067,-0.5
39.380038,0.0
39.48007,-0.2
39.580117,-0.3
39.680114,-0.2
39.780115,0.0
39.879966,-0.2
39.979986,-0.7
40.079931,0.1
40.179944,-0.4
40.280039,-0.4
40.380054,-0.1
40.480018,-0.2
40.580103,0.0
40.680104,-0.3
40.780101,-0.1
40.880153,-0.1
40.979955,-0.3
41.080106,-0.1
41.179992,0.0
41.28006,0.0
41.380022,-0.3
41.479979,0.0
41.580095,0.0
41.680096,-0.4
41.780097,0.0
41.879903,0.2
41.979926,0.4
42.080104,0.3
42.180125,-0.3
42.279926,0.2
42.380127,0.1
42.480103,0.0
42.580082,0.1
42.680088,0.0
42.780089,0.2
42.880084,-0.1
42.980013,0.1
43.079914,0.2
43.180041,0.0
43.280011,0.0
43.380061,0.0
43.479942,0.0
43.57993,0.0
43.680093,-0.1
43.780081,-0.4
43.880076,-0.2
43.980035,-0.6
44.08022,0.0
44.180152,0.2
44.280123,0.0
44.380146,-0.1
44.480173,-0.1
44.579986,0.0
44.680089,0.3
44.780073,1.0
44.880134,0.8
44.980104,0.6
45.080146,0.6
45.180117,0.7
45.279979,1.2
45.379994,0.8
45.480016,0.9
45.580005,0.6
45.680067,0.3
45.780064,0.7
45.880077,0.6
45.979921,0.2
46.079969,0.7
46.180003,-0.1
46.27998,-0.4
46.379902,0.0
46.479939,-0.5
46.579941,0.0
46.680064,-0.1
46.780069,-0.8
46.880069,-0.5
46.980091,-0.2
47.079992,-0.3
47.180083,-0.8
47.280115,-0.5
47.38004,-1.0
47.479997,-1.1
47.580067,-0.7
47.680056,-0.8
47.780057,-0.8
47.880065,-0.7
47.980057,-0.3
48.080099,-0.7
48.180153,-0.1
48.280048,0.2
48.380003,-0.1
48.480087,0.4
48.58,0.4
48.680107,-0.3
48.780053,1.0
48.880057,0.3
48.980058,-0.2
49.079959,0.2
49.180229,0.3
49.280218,0.2
49.380062,0.2
49.480077,0.2
49.580008,0.3
49.680006,0.1
49.780049,0.6
49.879948,0.4
49.980107,-0.2
50.080093,0.2
50.18012,0.3
50.280078,0.1
50.380195,0.4
50.479954,0.0
50.580092,-0.2
50.680103,0.4
50.780042,0.8
50.880037,-0.1
50.980038,-0.3
51.080127,0.1
51.180228,-0.3
51.280132,-0.3
51.380199,-0.1
51.480121,0.0
51.580136,-0.4
51.679996,-0.4
51.780043,-0.5
51.880029,-0.3
51.98003,0.1
52.080029,-0.3
52.179931,-0.3
52.280105,-0.2
52.480149,-0.1
52.580053,-0.6
52.679952,-0.2
52.779976,0.0
52.980035,-0.2
53.080029,0.1
53.27998,0.1
53.680137,0.2
55.080008,0.1
55.180012,1.9
55.279983,0.8
55.380111,0.1
55.480086,0.3
55.580063,0.4
55.68006,0.4
55.780103,0.9
55.879958,0.1
55.98001,0.2
56.080009,0.4
56.179999,0.2
56.280094,0.0
56.380039,0.4
56.480121,0.0
56.579922,-0.1
56.679937,0.0
56.780044,0.0
56.880184,0.3
56.980992,-0.2
57.080001,0.0
57.179995,0.6
57.280175,0.9
57.380059,-0.5
57.480066,0.0
57.580139,0.0
57.6801,1.3
57.780036,0.0
57.880087,0.2
57.980992,0.4
58.079997,0.3
58.18,-0.1
58.280235,-2.7
58.380165,-2.0
58.480142,0.1
58.580158,0.2
58.680981,0.0
58.780028,-0.8
58.879953,0.0
58.979993,0.0
59.079987,-1.8
59.17999,0.6
59.280104,-1.0
59.380107,0.3
59.480034,0.9
59.579921,-1.5
59.680981,-0.4
59.780075,0.0
59.879952,-0.9
59.979985,-0.1
60.079983,-0.3
60.179987,-0.2
60.279979,-0.4
60.380119,-0.9
60.480026,0.0
60.579996,0.8
60.679993,-1.0
60.779919,-1.8
60.880096,-1.8
60.980083,1.4
61.07998,0.4
61.17997,-1.3
61.279975,0.4
61.380076,-0.2
61.480081,0.6
61.580074,0.3
61.680015,1.4
61.780025,-0.3
61.88005,-0.9
61.980092,-0.2
62.079967,1.0
62.17997,0.9
62.279971,2.8
62.3801,2.1
62.479971,0.7
62.579965,0.8
62.680059,0.3
62.780083,0.6
62.880063,0.9
62.980967,0.1
63.080951,1.6
63.17996,-0.1
63.279953,0.5
63.379954,0.0
63.479961,0.0
63.580021,-0.9
63.680045,-0.1
63.779977,0.0
63.880034,-0.7
63.980115,-0.4
64.080087,0.0
64.179961,-1.7
64.279958,0.0
64.37995,-0.2
64.480039,-1.1
64.580072,0.6
64.680074,0.8
64.780964,0.5
64.880107,-2.0
64.980121,0.4
65.080076,-0.4
65.179957,0.1
65.279945,0.2
65.37995,-1.2
65.480144,0.2
65.580976,-0.2
65.680961,0.5
65.78099,0.3
65.880106,0.0
65.980062,-0.3
66.080127,0.0
66.179944,0.0
66.279937,-1.0
66.379938,-0.1
66.480072,-2.8
66.580024,0.1
66.680009,1.9
66.780086,-0.3
66.880812,0.0
66.980008,-0.2
67.080068,-0.5
67.17994,0.0
67.279937,0.4
67.379943,-1.3
67.479977,-0.9
67.579955,-1.8
67.680929,-2.8
67.780972,-0.2
67.880035,-2.0
67.980085,-0.2
68.080095,-2.8
68.179928,-1.1
68.379926,-2.0
68.480044,-1.7
68.58004,-0.6
68.679964,0.6
68.780059,0.3
68.880015,0.4
68.980953,0.3
69.080085,-1.4
69.180101,1.6
69.279925,1.3
69.379926,1.0
69.479923,0.8
69.580099,0.8
69.680085,-0.1
69.780021,2.5
69.880031,1.5
69.98002,0.7
70.080078,2.7
70.180107,0.7
70.280902,1.7
70.380908,3.3
70.480778,0.5
70.580977,0.4
70.680058,0.4
70.780056,0.8
70.880972,-0.1
70.980116,0.3
71.080004,-0.9
71.180903,-0.4
71.280894,0.0
71.380908,0.0
71.480888,-1.3
71.581032,-2.2
71.680074,0.0
71.780952,0.8
71.880957,-1.6
71.980018,0.0
72.080096,-0.2
72.180919,-1.3
72.280895,-0.9
72.380882,1.8
72.480901,0.5
72.58091,-0.2
72.679977,0.2
72.779985,0.1
72.880922,0.1
72.980005,0.3
73.080096,0.3
73.180036,-0.3
73.280882,-0.8
73.380883,1.7
73.480902,-0.2
73.579982,-1.5
73.680057,0.1
73.780979,-0.1
73.880896,-4.8
73.98009,-0.1
74.080802,-0.2
74.180808,0.0
74.280025,-0.3
74.380869,2.5
74.480874,2.4
74.580915,0.5
74.680995,0.6
74.780927,0.2
74.88079,1.1
74.980994,3.4
75.080966,1.1
75.180881,-0.4
75.280086,-1.2
75.380872,2.8
75.480891,1.3
75.580879,1.0
75.680015,-1.2
75.780974,0.1
75.88093,1.4
75.980087,2.3
76.080054,0.4
76.180896,0.3
76.280817,-1.6
76.380742,-2.1
76.480761,0.4
76.58087,0.3
76.680038,0.0
76.780271,-1.5
76.880008,-2.2
76.980938,0.1
77.080958,1.5
77.180969,1.1
77.280733,1.1
77.380856,0.2
77.480861,-0.5
77.580849,-3.0
77.680864,1.4
77.780042,0.5
77.880052,-1.4
77.980925,0.0
78.08005,0.5
78.180967,1.7
78.280938,-0.2
78.380776,-1.8
78.480857,0.9
78.580837,0.5
78.680855,0.5
78.780017,0.6
78.880861,-0.9
78.980007,0.0
79.080881,0.6
79.180789,0.9
79.280961,0.7
79.380935,2.0
79.480719,1.2
79.580846,0.9
79.680847,0.1
79.780906,0.0
79.880931,0.1
79.980882,-1.0
80.080041,-1.8
80.180797,-0.2
80.280998,0.0
80.380956,-0.5
80.48085,-0.6
80.580838,-0.9
80.680839,-4.7
80.780181,-4.6
80.88098,-1.7
80.980917,-2.7
81.080983,3.2
81.180969,-0.1
81.280984,-0.5
81.380838,-0.5
81.480842,-0.3
81.580843,1.1
81.680835,0.3
81.780832,2.5
81.880912,-0.7
81.980936,0.0
82.080905,-0.2
82.180898,0.9
82.280861,-1.7
82.380888,1.3
82.480943,0.8
82.580842,0.4
82.68083,-1.2
82.780835,1.1
82.880021,0.3
82.981002,1.3
83.080931,0.0
83.180997,0.1
83.280758,-0.4
83.380845,1.4
83.480035,-2.3
83.580703,-1.2
83.680813,0.0
83.780937,0.6
83.880989,-0.2
83.980788,0.3
84.080927,-0.1
84.180873,0.2
84.280822,0.8
84.380902,0.9
84.480988,-0.6
84.580816,-2.1
84.680822,-5.4
84.780911,1.7
84.880192,0.1
84.980874,-1.0
85.080003,1.3
85.180837,0.4
85.280848,-2.8
85.380916,0.2
85.48002,0.5
86.180798,2.4
86.28083,0.4
86.380687,0.3
86.480935,0.5
86.580977,-0.5
86.680675,-0.6
86.780815,-0.1
86.880676,-0.6
86.980896,-1.9
87.080878,0.6
87.180944,-0.7
87.280688,-0.5
87.380778,-0.1
87.480805,-0.4
87.580934,0.8
87.680671,-0.4
87.780729,0.5
87.880672,0.4
87.980938,-0.8
88.080863,0.5
88.180858,-2.6
88.280936,-0.6
88.380951,1.2
88.480821,1.7
88.58067,0.5
88.680729,2.0
88.780668,-0.1
88.880663,1.2
88.980271,2.9
89.08093,1.6
89.180786,-0.8
89.280744,1.6
89.380925,1.6
89.480908,2.9
89.580712,2.1
89.680649,1.4
89.780641,0.4
89.880654,0.1
89.980668,1.1
90.080675,2.2
90.18079,1.7
90.280691,1.9
90.380969,1.3
90.480931,0.0
90.58084,-0.6
90.680645,1.1
90.780721,0.5
90.880641,0.0
90.980651,0.1
91.080701,0.1
91.180967,-0.5
91.280656,-1.5
91.380951,1.4
91.480684,-1.1
91.580694,-0.3
91.68094,0.5
91.780642,-1.3
91.880642,0.1
91.980643,-0.6
92.080663,-0.7
92.180848,-3.7
92.280902,2.7
92.380645,-2.7
92.480918,-3.1
92.580915,0.1
92.680744,-1.4
92.780638,-2.8
92.880625,-3.7
92.980639,-4.6
93.080189,-2.8
93.180668,-3.2
93.280936,-1.1
93.380928,0.9
93.480871,3.4
93.580867,5.5
93.680658,5.5
93.780661,4.8
93.88083,0.3
93.980626,2.8
94.080625,0.0
94.180703,1.6
94.280943,0.3
94.380673,0.7
94.480894,0.3
94.580855,-0.2
94.680715,0.3
94.780747,-2.7
94.880613,-0.2
94.980618,-1.4
95.08063,-1.7
95.180709,-4.0
95.280673,-4.5
95.380719,-3.1
95.480638,-3.7
95.580693,-2.3
95.680861,-0.4
95.78063,2.1
95.880609,1.6
95.980605,5.3
96.080595,3.4
96.180633,1.9
96.280645,1.0
96.380841,1.1
96.480677,0.8
96.580622,-0.1
96.680877,1.3
96.780747,-1.0
96.880614,-0.1
96.980602,-3.4
97.080609,-2.1
97.179996,-5.0
97.280861,-3.7
98.080592,3.6
98.180657,2.4
98.280654,1.0
98.380612,0.0
98.480657,0.5
98.580735,-0.4
98.680604,-0.1
100.880866,-2.0
101.180576,-1.0
101.280839,-0.9
101.380715,-0.7
101.480668,-1.0
101.580719,-1.3
101.680677,-0.4
101.780884,-1.9
101.880867,-0.9
101.980573,-1.0
102.080563,-1.0
102.180575,-3.3
102.280572,0.0
102.380875,2.3
102.480673,0.5
102.580596,-0.3
102.6809,-1.4
102.780599,-1.0
102.880855,-1.1
102.980669,-3.5
103.080568,0.2
103.180585,2.2
103.280621,1.6
103.380703,1.6
103.480667,0.0
103.580713,-2.4
103.680583,-1.1
103.780678,1.1
103.880698,-0.4
103.980687,1.5
104.08056,0.8
104.18055,-0.6
104.28067,-1.8
104.38059,-1.7
104.480873,-1.2
104.580607,1.8
104.680556,2.6
104.780632,-2.0
104.880612,0.0
104.980886,-1.5
105.080561,-0.4
105.180656,-1.2
105.280636,2.6
105.380837,-1.8
105.480719,-1.3
105.580602,1.1
106.380591,-0.9
106.580688,-0.6
106.680717,1.6
106.780654,0.7
106.880597,0.0
106.980733,0.7
107.080651,1.2
107.180535,3.0
107.280541,2.2
107.380633,-1.5
107.480626,0.8
107.580558,1.1
107.680609,-2.5
107.780593,-2.7
107.880704,2.8
107.980665,0.2
108.080537,-1.1
108.180531,0.1
108.280546,1.3
108.380538,0.0
108.480561,-0.5
108.580695,2.6
108.680658,0.4
110.980635,-2.0
111.080623,-1.4
111.180511,1.6
111.280525,-0.7
111.380518,-1.2
111.480624,-1.3
111.580641,-0.5
111.680664,0.8
111.78064,1.5
111.980572,1.3
112.080709,-0.6
112.180507,-0.6
112.280649,-1.5
116.380522,-0.5
119.780571,-6.8
119.880736,-6.6
119.980592,-6.4
120.080714,-6.1
120.180541,-5.6
120.280717,-5.5
120.380701,-5.0
120.780653,-3.3
120.880691,-3.3
120.980627,-3.2
121.280685,-3.5
121.380668,-3.7
121.580547,-3.7
121.680548,-3.6
122.080721,-3.2
122.480551,-3.1
122.580543,-2.8
122.680536,-2.7
122.780561,-2.6
122.880714,-2.4
122.980637,-2.1
123.080573,-1.8
123.180642,-1.3
123.280568,-0.9
123.380714,-0.3
123.580538,0.2
123.680552,0.2
123.780544,0.0
123.880742,-0.1
123.980699,-0.4
124.080658,-0.7
124.180578,-1.0
124.280588,-1.3
124.380628,-1.7
124.480726,-2.0
124.580563,-2.4
124.680547,-2.9
124.780535,-3.5
124.880707,-4.1
124.980682,-4.8
125.0807,-5.6
125.180752,-6.4
125.280583,-7.3
125.380555,-8.2
125.480697,-9.2
125.580546,-10.2
125.680552,-11.2
125.78054,-12.2
125.880593,-13.1
125.980668,-14.0
126.180654,-15.3
126.28057,-15.7
126.58056,-16.6
126.680539,-16.8
126.780558,-17.1
126.880612,-17.3
127.080617,-17.6
127.180611,-17.7
127.380648,-17.9
127.480702,-17.9
127.580546,-17.8
127.780548,-17.3
127.880581,-16.8
127.98058,-16.2
128.180608,-14.5
128.280672,-13.3
128.480611,-10.7
128.580714,-9.4
128.780544,-6.6
128.980592,-3.9
129.38067,1.5
129.480683,2.8
129.580702,4.1
129.680548,5.3
129.780567,6.3
129.88058,7.2
129.980598,7.9
130.080718,8.5
130.180614,9.0
130.280589,9.3
130.380655,9.5
130.480578,9.5
130.580648,9.4
130.680679,9.1
130.780566,8.6
130.880555,7.9
130.980698,7.0
131.080738,6.1
131.180666,4.9
131.280646,3.6
131.380648,2.2
131.48073,0.8
131.680558,-2.0
131.780572,-3.5
131.880567,-4.9
131.980705,-6.2
132.18071,-8.6
132.280668,-9.7
132.380666,-10.8
132.480627,-11.9
132.780559,-14.8
132.880546,-15.8
132.980699,-16.7
133.180669,-18.4
133.280732,-19.1
133.380576,-19.8
133.480668,-20.5
133.680692,-21.8
133.780554,-22.2
133.880554,-22.7
133.980546,-23.1
134.080761,-23.7
134.180669,-24.0
134.280635,-24.4
134.380598,-24.7
134.680606,-25.6
135.08058,-26.4
135.180756,-26.5
135.280651,-26.6
135.380614,-26.7
135.480726,-26.9
135.580554,-27.0
135.980563,-27.4
136.080597,-27.4
136.180764,-27.5
136.280615,-27.6
136.380684,-27.7
136.480633,-27.8
136.580746,-27.8
136.680612,-27.9
136.780561,-28.0
136.880543,-28.1
137.080573,-28.2
137.480668,-28.5
137.580683,-28.5
137.680718,-28.6
137.780575,-28.7
137.880579,-28.8
137.98058,-28.9
138.080723,-28.8
138.18065,-28.9
140.780583,-30.3
140.980576,-30.4
141.080566,-30.5
141.180565,-30.5
141.280622,-30.6
141.380739,-30.6
141.480728,-30.6
141.58057,-30.7
141.680624,-30.7
141.780677,-30.8
141.880684,-30.8
141.98055,-30.9
142.080566,-31.0
142.18057,-31.0
142.280619,-31.1
142.380643,-31.0
142.480706,-31.1
142.580795,-31.1
142.680606,-31.2
142.780765,-31.2
142.880654,-31.2
142.980586,-31.3
143.080563,-31.3
143.18057,-31.3
143.280763,-31.3
143.380752,-31.2
143.480683,-31.3
143.580672,-31.3
143.680661,-31.3
143.780601,-31.3
143.88061,-31.3
143.980564,-31.2
144.080581,-31.2
